[Header]
; Copyright 1997-2010, Quantum Design, Inc. All rights reserved.
TITLE, CaSb2-b3-1-resistance3
FILEOPENTIME,3827622213.077,4/15/2021,4:24 AM
BYAPP, LogDynaCoolData, 1.0, 2.2
INFO, APPNAME, DynaCool MultiVu Application, Release 1.2.5.1
FIELDGROUP, Standard,2,3,4,5,6,7,8,9,11,10
FIELDGROUP, Diagnostic,2,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
FIELDGROUP, User,2,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 3, LINEAR, AUTO
TIMEMODE, MINUTES, RELATIVE
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
RECORDS, ALL_RECORDS
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),System Pres (Torr),Chamber Status (code),Temperature Status (code),Field Status (code),Cryostat Status (code),Control Therm (ID),Sample Therm (ID),Block Temp (K),Neck Temp (K),High Neck Temp (K),Control Temp (K),1st Stage Temp (K),2nd Stage Temp (K),Magnet Temp (K),Impedance Temp (K),Pot Liquid level (%),Block Power (W),Neck Heater Power (W),High Neck Heater Power (W),1st Stage Heater Power (W),2nd Stage Heater Power (W),Magnet Voltage (V),Impedance Heater Power (W),Pot Power (W),CFE Flow (SCCM),Pump Flow (uncal SCCM),Tank Pressure (Torr),Annulus Pressure (Torr),Compressor State (code),Channel 1 Resistance (Ohm),Channel 1 Current (uA),Channel 2 Resistance (Ohm),Channel 2 Current (uA),ADR Temp (K),Resistance of Therm.,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16
,3827622213.09,1.900099,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000021,499.995148,,99.989029,1.295739,4135.194824,,,,,,,,,,
,3827622214.00,1.899955,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000006,499.995148,,99.989029,1.295739,4141.780762,,,,,,,,,,
,3827622214.85,1.90006,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000025,499.995148,,99.989029,1.295739,4142.687012,,,,,,,,,,
,3827622215.42,1.899869,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000012,499.995148,,99.989029,1.295739,4146.584473,,,,,,,,,,
,3827622215.98,1.899874,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000005,499.995148,,99.989029,1.295739,4150.753418,,,,,,,,,,
,3827622216.55,1.899919,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000016,499.995148,,99.989029,1.295739,4151.900879,,,,,,,,,,
,3827622217.14,1.899927,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000020,499.995148,,99.989029,1.295739,4150.420410,,,,,,,,,,
,3827622217.70,1.900044,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000028,499.995148,,99.989029,1.295739,4153.864746,,,,,,,,,,
,3827622218.27,1.899899,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000005,499.995148,,99.989029,1.295739,4154.529297,,,,,,,,,,
,3827622218.83,1.900085,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000035,499.995148,,99.989029,1.295739,4156.220703,,,,,,,,,,
,3827622219.40,1.899985,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000037,499.995148,,99.989029,1.295739,4155.797852,,,,,,,,,,
,3827622219.97,1.900519,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000010,499.995148,,99.989029,1.295739,4157.761719,,,,,,,,,,
,3827622220.54,1.900118,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000020,499.995148,,99.989029,1.295739,4158.516602,,,,,,,,,,
,3827622221.11,1.900063,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000027,499.995148,,99.989029,1.295739,4158.728516,,,,,,,,,,
,3827622221.67,1.900277,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000030,499.995148,,99.989029,1.295739,4161.567871,,,,,,,,,,
,3827622222.24,1.900273,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000070,499.995148,,99.989029,1.295739,4157.912598,,,,,,,,,,
,3827622222.80,1.900172,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000026,499.995148,,99.989029,1.295739,4160.359375,,,,,,,,,,
,3827622223.37,1.899728,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000024,499.995148,,99.989029,1.295739,4160.238770,,,,,,,,,,
,3827622223.99,1.899796,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000047,499.995148,,99.989029,1.295739,4158.486816,,,,,,,,,,
,3827622224.57,1.899854,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000019,499.995148,,99.989029,1.295739,4161.658691,,,,,,,,,,
,3827622225.14,1.89972,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000080,499.995148,,99.989029,1.295739,4160.359375,,,,,,,,,,
,3827622225.70,1.899961,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000051,499.995148,,99.989029,1.295739,4160.903320,,,,,,,,,,
,3827622226.27,1.899976,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000011,499.995148,,99.989029,1.295739,4155.737793,,,,,,,,,,
,3827622226.83,1.900191,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000035,499.995148,,99.989029,1.295739,4160.571289,,,,,,,,,,
,3827622227.39,1.900179,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000017,499.995148,,99.989029,1.295739,4162.595703,,,,,,,,,,
,3827622227.96,1.900134,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000022,499.995148,,99.989029,1.295739,4160.118164,,,,,,,,,,
,3827622228.54,1.899822,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,4159.030762,,,,,,,,,,
,3827622229.10,1.89996,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000010,499.995148,,99.989029,1.295739,4156.583496,,,,,,,,,,
,3827622229.66,1.899897,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000010,499.995148,,99.989029,1.295739,4157.580566,,,,,,,,,,
,3827622230.25,1.899752,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000020,499.995148,,99.989029,1.295739,4157.942871,,,,,,,,,,
,3827622230.88,1.899849,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000011,499.995148,,99.989029,1.295739,4157.821777,,,,,,,,,,
,3827622231.45,1.899994,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000017,499.995148,,99.989029,1.295739,4156.100098,,,,,,,,,,
,3827622232.01,1.900014,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000017,499.995148,,99.989029,1.295739,4158.516602,,,,,,,,,,
,3827622232.57,1.90011,0.4794829,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000013,499.995148,,99.989029,1.295739,4158.698242,,,,,,,,,,
,3827622233.14,1.900082,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000010,499.995148,,99.989029,1.295739,4161.024414,,,,,,,,,,
,3827622233.77,1.899948,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000041,499.995148,,99.989029,1.295739,4157.489746,,,,,,,,,,
,3827622234.34,1.900003,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000041,499.995148,,99.989029,1.295739,4154.348145,,,,,,,,,,
,3827622234.90,1.900003,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000013,499.995148,,99.989029,1.295739,4155.254395,,,,,,,,,,
,3827622235.47,1.900046,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000002,499.995148,,99.989029,1.295739,4155.677246,,,,,,,,,,
,3827622236.03,1.89997,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000010,499.995148,,99.989029,1.295739,4156.040039,,,,,,,,,,
,3827622236.59,1.89997,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000046,499.995148,,99.989029,1.295739,4157.459961,,,,,,,,,,
,3827622237.16,1.900249,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000035,499.995148,,99.989029,1.295739,4154.831543,,,,,,,,,,
,3827622237.72,1.900057,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000023,499.995148,,99.989029,1.295739,4153.411621,,,,,,,,,,
,3827622238.29,1.899893,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000032,499.995148,,99.989029,1.295739,4156.583496,,,,,,,,,,
,3827622238.86,1.899759,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000057,499.995148,,99.989029,1.295739,4154.166504,,,,,,,,,,
,3827622239.43,1.899781,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000030,499.995148,,99.989029,1.295739,4157.670898,,,,,,,,,,
,3827622239.99,1.899781,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000033,499.995148,,99.989029,1.295739,4154.982422,,,,,,,,,,
,3827622240.55,1.899992,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000036,499.995148,,99.989029,1.295739,4152.052246,,,,,,,,,,
,3827622241.11,1.899901,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000011,499.995148,,99.989029,1.295739,4152.565430,,,,,,,,,,
,3827622241.71,1.899929,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000039,499.995148,,99.989029,1.295739,4156.371582,,,,,,,,,,
,3827622242.27,1.899967,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000014,499.995148,,99.989029,1.295739,4150.148926,,,,,,,,,,
,3827622242.83,1.899956,0.4794829,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000029,499.995148,,99.989029,1.295739,4151.689453,,,,,,,,,,
,3827622243.40,1.899956,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000004,499.995148,,99.989029,1.295739,4150.783203,,,,,,,,,,
,3827622243.96,1.899923,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000032,499.995148,,99.989029,1.295739,4150.632324,,,,,,,,,,
,3827622244.53,1.899693,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000039,499.995148,,99.989029,1.295739,4151.145996,,,,,,,,,,
,3827622245.09,1.899693,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000008,499.995148,,99.989029,1.295739,4147.611328,,,,,,,,,,
,3827622245.66,1.900345,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000012,499.995148,,99.989029,1.295739,4150.571777,,,,,,,,,,
,3827622246.22,1.900049,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000001,499.995148,,99.989029,1.295739,4149.303223,,,,,,,,,,
,3827622246.79,1.899962,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000001,499.995148,,99.989029,1.295739,4146.372559,,,,,,,,,,
,3827622247.44,1.89995,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000011,499.995148,,99.989029,1.295739,4147.399414,,,,,,,,,,
,3827622248.21,1.899881,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000042,499.995148,,99.989029,1.295739,4145.073730,,,,,,,,,,
,3827622248.77,1.9002,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000079,499.995148,,99.989029,1.295739,4147.248535,,,,,,,,,,
,3827622249.33,1.9002,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000014,499.995148,,99.989029,1.295739,4143.684082,,,,,,,,,,
,3827622249.90,1.900155,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000006,499.995148,,99.989029,1.295739,4145.164551,,,,,,,,,,
,3827622250.56,1.900028,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000019,499.995148,,99.989029,1.295739,4144.680664,,,,,,,,,,
,3827622251.13,1.9003,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000012,499.995148,,99.989029,1.295739,4141.207031,,,,,,,,,,
,3827622251.70,1.900085,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000050,499.995148,,99.989029,1.295739,4142.294434,,,,,,,,,,
,3827622252.28,1.899892,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000035,499.995148,,99.989029,1.295739,4141.901855,,,,,,,,,,
,3827622252.84,1.89997,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000026,499.995148,,99.989029,1.295739,4142.354492,,,,,,,,,,
,3827622253.46,1.899968,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000047,499.995148,,99.989029,1.295739,4138.729492,,,,,,,,,,
,3827622254.09,1.900301,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000017,499.995148,,99.989029,1.295739,4140.511719,,,,,,,,,,
,3827622254.66,1.900364,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000003,499.995148,,99.989029,1.295739,4142.807617,,,,,,,,,,
,3827622255.22,1.900378,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000006,499.995148,,99.989029,1.295739,4139.242676,,,,,,,,,,
,3827622255.79,1.900017,0.6748278,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000022,499.995148,,99.989029,1.295739,4139.907715,,,,,,,,,,
,3827622256.36,1.900027,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000003,499.995148,,99.989029,1.295739,4140.723145,,,,,,,,,,
,3827622256.92,1.900108,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000022,499.995148,,99.989029,1.295739,4138.306641,,,,,,,,,,
,3827622257.47,1.899871,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000027,499.995148,,99.989029,1.295739,4135.799316,,,,,,,,,,
,3827622258.05,1.899793,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000042,499.995148,,99.989029,1.295739,4136.373047,,,,,,,,,,
,3827622258.61,1.899778,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000011,499.995148,,99.989029,1.295739,4138.427246,,,,,,,,,,
,3827622259.16,1.899648,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000005,499.995148,,99.989029,1.295739,4138.518066,,,,,,,,,,
,3827622259.74,1.899719,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000041,499.995148,,99.989029,1.295739,4135.890137,,,,,,,,,,
,3827622260.31,1.899689,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000033,499.995148,,99.989029,1.295739,4134.137695,,,,,,,,,,
,3827622260.90,1.89991,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000005,499.995148,,99.989029,1.295739,4134.590820,,,,,,,,,,
,3827622261.47,1.899973,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000012,499.995148,,99.989029,1.295739,4132.989746,,,,,,,,,,
,3827622262.03,1.90001,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,4132.506348,,,,,,,,,,
,3827622262.59,1.90006,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000026,499.995148,,99.989029,1.295739,4132.204590,,,,,,,,,,
,3827622263.15,1.900267,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000058,499.995148,,99.989029,1.295739,4133.714844,,,,,,,,,,
,3827622263.73,1.900199,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,4132.234375,,,,,,,,,,
,3827622264.31,1.900196,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000032,499.995148,,99.989029,1.295739,4130.905273,,,,,,,,,,
,3827622264.86,1.900019,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000025,499.995148,,99.989029,1.295739,4131.388184,,,,,,,,,,
,3827622265.43,1.900101,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000025,499.995148,,99.989029,1.295739,4127.823730,,,,,,,,,,
,3827622265.99,1.899982,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000028,499.995148,,99.989029,1.295739,4130.089355,,,,,,,,,,
,3827622266.55,1.899787,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000028,499.995148,,99.989029,1.295739,4126.947754,,,,,,,,,,
,3827622267.12,1.8999,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000026,499.995148,,99.989029,1.295739,4129.183594,,,,,,,,,,
,3827622267.68,1.899797,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000010,499.995148,,99.989029,1.295739,4126.162598,,,,,,,,,,
,3827622268.25,1.900023,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000034,499.995148,,99.989029,1.295739,4125.225586,,,,,,,,,,
,3827622268.83,1.899996,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000013,499.995148,,99.989029,1.295739,4127.854004,,,,,,,,,,
,3827622269.39,1.900492,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000031,499.995148,,99.989029,1.295739,4127.008301,,,,,,,,,,
,3827622269.95,1.90012,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000012,499.995148,,99.989029,1.295739,4126.826660,,,,,,,,,,
,3827622270.52,1.900048,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000020,499.995148,,99.989029,1.295739,4125.588379,,,,,,,,,,
,3827622271.08,1.900107,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000020,499.995148,,99.989029,1.295739,4125.799805,,,,,,,,,,
,3827622271.64,1.900201,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000008,499.995148,,99.989029,1.295739,4126.554688,,,,,,,,,,
,3827622272.21,1.900174,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000047,499.995148,,99.989029,1.295739,4122.930176,,,,,,,,,,
,3827622272.77,1.899773,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000011,499.995148,,99.989029,1.295739,4120.785156,,,,,,,,,,
,3827622273.33,1.899781,0.5150002,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000008,499.995148,,99.989029,1.295739,4122.295410,,,,,,,,,,
,3827622273.90,1.899769,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000017,499.995148,,99.989029,1.295739,4123.564453,,,,,,,,,,
,3827622274.46,1.899786,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000053,499.995148,,99.989029,1.295739,4119.123535,,,,,,,,,,
,3827622275.03,1.89984,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000034,499.995148,,99.989029,1.295739,4120.664063,,,,,,,,,,
,3827622275.58,1.899855,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000023,499.995148,,99.989029,1.295739,4120.150879,,,,,,,,,,
,3827622276.14,1.900029,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000006,499.995148,,99.989029,1.295739,4119.274414,,,,,,,,,,
,3827622276.70,1.90015,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000029,499.995148,,99.989029,1.295739,4118.519043,,,,,,,,,,
,3827622277.27,1.900146,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000006,499.995148,,99.989029,1.295739,4116.797363,,,,,,,,,,
,3827622277.83,1.900108,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000022,499.995148,,99.989029,1.295739,4117.159668,,,,,,,,,,
,3827622278.40,1.900141,0.5505174,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000024,499.995148,,99.989029,1.295739,4116.706543,,,,,,,,,,
,3827622278.96,1.900091,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000056,499.995148,,99.989029,1.295739,4116.163086,,,,,,,,,,
,3827622279.52,1.900152,0.568276,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000039,499.995148,,99.989029,1.295739,4114.894043,,,,,,,,,,
,3827622280.09,1.90008,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000005,499.995148,,99.989029,1.295739,4115.740234,,,,,,,,,,
,3827622280.65,1.900094,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,4114.350586,,,,,,,,,,
,3827622281.22,1.90006,0.6570692,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000054,499.995148,,99.989029,1.295739,4112.839844,,,,,,,,,,
,3827622281.78,1.899859,0.6570692,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000038,499.995148,,99.989029,1.295739,4113.353516,,,,,,,,,,
,3827622282.34,1.899849,0.6748278,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000011,499.995148,,99.989029,1.295739,4115.649414,,,,,,,,,,
,3827622282.91,1.899918,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000012,499.995148,,99.989029,1.295739,4111.812500,,,,,,,,,,
,3827622283.48,1.900036,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000058,499.995148,,99.989029,1.295739,4111.269043,,,,,,,,,,
,3827622284.04,1.900141,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000019,499.995148,,99.989029,1.295739,4112.295898,,,,,,,,,,
,3827622284.61,1.90007,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000042,499.995148,,99.989029,1.295739,4108.549805,,,,,,,,,,
,3827622285.17,1.90018,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000002,499.995148,,99.989029,1.295739,4109.879395,,,,,,,,,,
,3827622285.74,1.900077,0.5327588,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000010,499.995148,,99.989029,1.295739,4111.994141,,,,,,,,,,
,3827622286.31,1.900023,0.6748278,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000052,499.995148,,99.989029,1.295739,4108.308105,,,,,,,,,,
,3827622286.87,1.900035,0.6393105,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000053,499.995148,,99.989029,1.295739,4105.861328,,,,,,,,,,
,3827622287.43,1.9,0.6037933,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000021,499.995148,,99.989029,1.295739,4106.496094,,,,,,,,,,
,3827622288.01,1.899762,0.5860347,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000014,499.995148,,99.989029,1.295739,4108.731445,,,,,,,,,,
,3827622288.58,1.900133,0.6215519,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000052,499.995148,,99.989029,1.295739,4106.072754,,,,,,,,,,
,3827622289.14,1.900227,0.6570692,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000033,499.995148,,99.989029,1.295739,4107.221191,,,,,,,,,,
