[Header]
; Copyright 1997-2010, Quantum Design, Inc. All rights reserved.
TITLE, CaSb2-b3-1-resistance3
FILEOPENTIME,3827622213.077,4/15/2021,4:24 AM
BYAPP, LogDynaCoolData, 1.0, 2.2
INFO, APPNAME, DynaCool MultiVu Application, Release 1.2.5.1
FIELDGROUP, Standard,2,3,4,5,6,7,8,9,11,10
FIELDGROUP, Diagnostic,2,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
FIELDGROUP, User,2,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 3, LINEAR, AUTO
TIMEMODE, MINUTES, RELATIVE
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
RECORDS, ALL_RECORDS
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),System Pres (Torr),Chamber Status (code),Temperature Status (code),Field Status (code),Cryostat Status (code),Control Therm (ID),Sample Therm (ID),Block Temp (K),Neck Temp (K),High Neck Temp (K),Control Temp (K),1st Stage Temp (K),2nd Stage Temp (K),Magnet Temp (K),Impedance Temp (K),Pot Liquid level (%),Block Power (W),Neck Heater Power (W),High Neck Heater Power (W),1st Stage Heater Power (W),2nd Stage Heater Power (W),Magnet Voltage (V),Impedance Heater Power (W),Pot Power (W),CFE Flow (SCCM),Pump Flow (uncal SCCM),Tank Pressure (Torr),Annulus Pressure (Torr),Compressor State (code),Channel 1 Resistance (Ohm),Channel 1 Current (uA),Channel 2 Resistance (Ohm),Channel 2 Current (uA),ADR Temp (K),Resistance of Therm.,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16
,3827624943.44,1.89985,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000010,499.995148,,99.989029,1.295739,1814.062500,,,,,,,,,,
,3827624944.00,1.899731,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000040,499.995148,,99.989029,1.295739,1813.367798,,,,,,,,,,
,3827624944.56,1.899852,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000019,499.995148,,99.989029,1.295739,1814.032349,,,,,,,,,,
,3827624945.13,1.899768,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000033,499.995148,,99.989029,1.295739,1810.981079,,,,,,,,,,
,3827624945.70,1.899793,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000024,499.995148,,99.989029,1.295739,1811.766602,,,,,,,,,,
,3827624946.27,1.900216,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000005,499.995148,,99.989029,1.295739,1811.796875,,,,,,,,,,
,3827624946.83,1.90025,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000070,499.995148,,99.989029,1.295739,1811.373901,,,,,,,,,,
,3827624947.39,1.90025,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000056,499.995148,,99.989029,1.295739,1809.652100,,,,,,,,,,
,3827624947.96,1.90002,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000002,499.995148,,99.989029,1.295739,1810.860474,,,,,,,,,,
,3827624948.52,1.900138,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000018,499.995148,,99.989029,1.295739,1807.960083,,,,,,,,,,
,3827624949.08,1.900125,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000011,499.995148,,99.989029,1.295739,1809.440430,,,,,,,,,,
,3827624949.64,1.899991,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000002,499.995148,,99.989029,1.295739,1808.141357,,,,,,,,,,
,3827624950.21,1.900005,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000029,499.995148,,99.989029,1.295739,1809.621704,,,,,,,,,,
,3827624950.77,1.900036,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000004,499.995148,,99.989029,1.295739,1807.748657,,,,,,,,,,
,3827624951.34,1.900004,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,1808.201904,,,,,,,,,,
,3827624952.04,1.899939,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000022,499.995148,,99.989029,1.295739,1808.201904,,,,,,,,,,
,3827624952.59,1.899827,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000031,499.995148,,99.989029,1.295739,1807.567627,,,,,,,,,,
,3827624953.16,1.900064,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,1806.389526,,,,,,,,,,
,3827624953.73,1.899844,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000006,499.995148,,99.989029,1.295739,1803.942383,,,,,,,,,,
,3827624954.30,1.899552,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000025,499.995148,,99.989029,1.295739,1809.349854,,,,,,,,,,
,3827624954.86,1.899911,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000059,499.995148,,99.989029,1.295739,1805.785156,,,,,,,,,,
,3827624955.44,1.899818,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,1804.335205,,,,,,,,,,
,3827624956.01,1.899788,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000027,499.995148,,99.989029,1.295739,1807.295654,,,,,,,,,,
,3827624956.57,1.899936,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000004,499.995148,,99.989029,1.295739,1806.449829,,,,,,,,,,
,3827624957.13,1.900103,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000010,499.995148,,99.989029,1.295739,1806.238159,,,,,,,,,,
,3827624957.71,1.90018,0.3196553,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000022,499.995148,,99.989029,1.295739,1806.993408,,,,,,,,,,
,3827624958.27,1.900237,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000041,499.995148,,99.989029,1.295739,1805.090454,,,,,,,,,,
,3827624958.85,1.900114,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000007,499.995148,,99.989029,1.295739,1800.619385,,,,,,,,,,
,3827624959.40,1.900213,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000039,499.995148,,99.989029,1.295739,1802.703735,,,,,,,,,,
,3827624959.97,1.900073,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000004,499.995148,,99.989029,1.295739,1804.063110,,,,,,,,,,
,3827624960.53,1.900002,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000008,499.995148,,99.989029,1.295739,1804.758179,,,,,,,,,,
,3827624961.10,1.900052,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000026,499.995148,,99.989029,1.295739,1801.495361,,,,,,,,,,
,3827624961.66,1.900004,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000048,499.995148,,99.989029,1.295739,1800.830688,,,,,,,,,,
,3827624962.23,1.900114,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000021,499.995148,,99.989029,1.295739,1805.301880,,,,,,,,,,
,3827624962.79,1.900064,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000031,499.995148,,99.989029,1.295739,1800.890991,,,,,,,,,,
,3827624963.36,1.900163,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000019,499.995148,,99.989029,1.295739,1803.398560,,,,,,,,,,
,3827624963.93,1.900071,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000033,499.995148,,99.989029,1.295739,1801.737061,,,,,,,,,,
,3827624964.49,1.900056,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000017,499.995148,,99.989029,1.295739,1800.377686,,,,,,,,,,
,3827624965.05,1.900106,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000001,499.995148,,99.989029,1.295739,1803.398560,,,,,,,,,,
,3827624965.62,1.900051,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000032,499.995148,,99.989029,1.295739,1801.435059,,,,,,,,,,
,3827624966.18,1.900088,0.3374139,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000017,499.995148,,99.989029,1.295739,1799.592163,,,,,,,,,,
,3827624966.74,1.900059,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000061,499.995148,,99.989029,1.295739,1799.622437,,,,,,,,,,
,3827624967.31,1.899944,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,1799.531616,,,,,,,,,,
,3827624967.87,1.899951,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000007,499.995148,,99.989029,1.295739,1801.314087,,,,,,,,,,
,3827624968.43,1.899842,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000065,499.995148,,99.989029,1.295739,1800.528687,,,,,,,,,,
,3827624969.01,1.899697,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000008,499.995148,,99.989029,1.295739,1797.839966,,,,,,,,,,
,3827624969.57,1.899709,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000027,499.995148,,99.989029,1.295739,1799.320190,,,,,,,,,,
,3827624970.14,1.900048,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000026,499.995148,,99.989029,1.295739,1797.900269,,,,,,,,,,
,3827624970.70,1.899889,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000010,499.995148,,99.989029,1.295739,1798.746216,,,,,,,,,,
,3827624971.26,1.899942,0.4794829,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000001,499.995148,,99.989029,1.295739,1798.957642,,,,,,,,,,
,3827624971.82,1.899918,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000001,499.995148,,99.989029,1.295739,1795.241943,,,,,,,,,,
,3827624972.39,1.899881,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000028,499.995148,,99.989029,1.295739,1796.480591,,,,,,,,,,
,3827624972.95,1.899995,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000021,499.995148,,99.989029,1.295739,1797.235840,,,,,,,,,,
,3827624973.62,1.900114,0.4972415,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000024,499.995148,,99.989029,1.295739,1796.601440,,,,,,,,,,
,3827624974.18,1.900206,0.3374139,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000025,499.995148,,99.989029,1.295739,1796.510742,,,,,,,,,,
,3827624974.75,1.900206,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000052,499.995148,,99.989029,1.295739,1797.990967,,,,,,,,,,
,3827624975.32,1.899915,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000066,499.995148,,99.989029,1.295739,1795.694946,,,,,,,,,,
,3827624975.88,1.899924,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000014,499.995148,,99.989029,1.295739,1797.326294,,,,,,,,,,
,3827624976.44,1.899956,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000039,499.995148,,99.989029,1.295739,1797.628540,,,,,,,,,,
,3827624977.00,1.899988,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000009,499.995148,,99.989029,1.295739,1796.208740,,,,,,,,,,
,3827624977.56,1.900057,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000008,499.995148,,99.989029,1.295739,1795.181519,,,,,,,,,,
,3827624978.13,1.900067,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000026,499.995148,,99.989029,1.295739,1794.547241,,,,,,,,,,
,3827624978.69,1.900168,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000035,499.995148,,99.989029,1.295739,1795.242065,,,,,,,,,,
,3827624979.27,1.89988,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000005,499.995148,,99.989029,1.295739,1793.006348,,,,,,,,,,
,3827624979.83,1.89988,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000002,499.995148,,99.989029,1.295739,1794.698242,,,,,,,,,,
,3827624980.40,1.900028,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000020,499.995148,,99.989029,1.295739,1793.248169,,,,,,,,,,
,3827624980.96,1.899699,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000024,499.995148,,99.989029,1.295739,1794.063721,,,,,,,,,,
,3827624981.53,1.899984,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000000,499.995148,,99.989029,1.295739,1794.758667,,,,,,,,,,
,3827624982.09,1.900025,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000025,499.995148,,99.989029,1.295739,1794.214844,,,,,,,,,,
,3827624982.65,1.900166,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000005,499.995148,,99.989029,1.295739,1792.190796,,,,,,,,,,
,3827624983.22,1.900166,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000013,499.995148,,99.989029,1.295739,1791.375000,,,,,,,,,,
,3827624983.81,1.900003,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000019,499.995148,,99.989029,1.295739,1791.224121,,,,,,,,,,
,3827624984.37,1.899828,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000050,499.995148,,99.989029,1.295739,1791.737671,,,,,,,,,,
,3827624984.94,1.899828,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000016,499.995148,,99.989029,1.295739,1791.888672,,,,,,,,,,
,3827624985.50,1.899967,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000003,499.995148,,99.989029,1.295739,1790.468750,,,,,,,,,,
,3827624986.14,1.900211,0.3374139,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,1789.320801,,,,,,,,,,
,3827624986.70,1.900306,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000014,499.995148,,99.989029,1.295739,1789.079102,,,,,,,,,,
,3827624987.26,1.90023,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000019,499.995148,,99.989029,1.295739,1791.918945,,,,,,,,,,
,3827624987.82,1.900281,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000008,499.995148,,99.989029,1.295739,1790.740723,,,,,,,,,,
,3827624988.39,1.900005,0.3018967,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000029,499.995148,,99.989029,1.295739,1788.051880,,,,,,,,,,
,3827624989.03,1.899954,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000057,499.995148,,99.989029,1.295739,1787.659424,,,,,,,,,,
,3827624989.60,1.899636,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000002,499.995148,,99.989029,1.295739,1790.106201,,,,,,,,,,
,3827624990.19,1.899827,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,1787.055054,,,,,,,,,,
,3827624990.82,1.899855,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000022,499.995148,,99.989029,1.295739,1789.502197,,,,,,,,,,
,3827624991.38,1.899838,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000022,499.995148,,99.989029,1.295739,1789.079102,,,,,,,,,,
,3827624991.94,1.899867,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000004,499.995148,,99.989029,1.295739,1785.876953,,,,,,,,,,
,3827624992.51,1.899817,0.3374139,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000032,499.995148,,99.989029,1.295739,1786.783203,,,,,,,,,,
,3827624993.07,1.899738,0.3374139,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000001,499.995148,,99.989029,1.295739,1786.148926,,,,,,,,,,
,3827624993.63,1.900239,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000026,499.995148,,99.989029,1.295739,1786.843628,,,,,,,,,,
,3827624994.20,1.90025,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000005,499.995148,,99.989029,1.295739,1788.142700,,,,,,,,,,
,3827624994.76,1.900143,0.3196553,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000027,499.995148,,99.989029,1.295739,1784.064331,,,,,,,,,,
,3827624995.33,1.900026,0.3374139,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000019,499.995148,,99.989029,1.295739,1786.541626,,,,,,,,,,
,3827624995.89,1.900011,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000049,499.995148,,99.989029,1.295739,1785.031006,,,,,,,,,,
,3827624996.46,1.900063,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000024,499.995148,,99.989029,1.295739,1785.272827,,,,,,,,,,
,3827624997.02,1.899839,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000024,499.995148,,99.989029,1.295739,1784.728760,,,,,,,,,,
,3827624997.68,1.899852,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000002,499.995148,,99.989029,1.295739,1785.031128,,,,,,,,,,
,3827624998.24,1.899841,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000050,499.995148,,99.989029,1.295739,1783.309082,,,,,,,,,,
,3827624998.80,1.899753,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000028,499.995148,,99.989029,1.295739,1784.698608,,,,,,,,,,
,3827624999.36,1.899819,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000021,499.995148,,99.989029,1.295739,1785.061401,,,,,,,,,,
,3827624999.94,1.899982,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000036,499.995148,,99.989029,1.295739,1782.070557,,,,,,,,,,
,3827625000.50,1.900063,0.3551725,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000030,499.995148,,99.989029,1.295739,1783.883057,,,,,,,,,,
,3827625001.06,1.900121,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000069,499.995148,,99.989029,1.295739,1780.257935,,,,,,,,,,
,3827625001.69,1.899866,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,1783.460205,,,,,,,,,,
,3827625002.26,1.899926,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000001,499.995148,,99.989029,1.295739,1783.580933,,,,,,,,,,
,3827625002.82,1.899737,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000043,499.995148,,99.989029,1.295739,1784.547607,,,,,,,,,,
,3827625003.38,1.900229,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000060,499.995148,,99.989029,1.295739,1783.701782,,,,,,,,,,
,3827625003.95,1.900333,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000005,499.995148,,99.989029,1.295739,1782.221558,,,,,,,,,,
,3827625004.52,1.900163,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000002,499.995148,,99.989029,1.295739,1781.043335,,,,,,,,,,
,3827625005.10,1.900219,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,1784.608154,,,,,,,,,,
,3827625005.66,1.900149,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000013,499.995148,,99.989029,1.295739,1782.614380,,,,,,,,,,
,3827625006.28,1.899881,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000039,499.995148,,99.989029,1.295739,1777.962158,,,,,,,,,,
,3827625006.85,1.900132,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000049,499.995148,,99.989029,1.295739,1780.469360,,,,,,,,,,
,3827625007.41,1.899822,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000057,499.995148,,99.989029,1.295739,1782.583984,,,,,,,,,,
,3827625007.98,1.900007,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000038,499.995148,,99.989029,1.295739,1778.535889,,,,,,,,,,
,3827625008.54,1.900088,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000066,499.995148,,99.989029,1.295739,1778.384766,,,,,,,,,,
,3827625009.10,1.900089,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000022,499.995148,,99.989029,1.295739,1779.442139,,,,,,,,,,
,3827625009.68,1.900193,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000045,499.995148,,99.989029,1.295739,1778.717285,,,,,,,,,,
,3827625010.30,1.900156,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000017,499.995148,,99.989029,1.295739,1782.402710,,,,,,,,,,
,3827625010.86,1.900046,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000001,499.995148,,99.989029,1.295739,1777.690063,,,,,,,,,,
,3827625011.43,1.900018,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000026,499.995148,,99.989029,1.295739,1776.391113,,,,,,,,,,
,3827625011.99,1.900044,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000004,499.995148,,99.989029,1.295739,1777.871338,,,,,,,,,,
,3827625012.56,1.900152,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000018,499.995148,,99.989029,1.295739,1779.744385,,,,,,,,,,
,3827625013.14,1.900228,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000015,499.995148,,99.989029,1.295739,1776.542114,,,,,,,,,,
,3827625013.71,1.900184,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000016,499.995148,,99.989029,1.295739,1780.348511,,,,,,,,,,
,3827625014.27,1.899995,0.3729312,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000016,499.995148,,99.989029,1.295739,1776.300537,,,,,,,,,,
,3827625014.88,1.900062,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000024,499.995148,,99.989029,1.295739,1777.146362,,,,,,,,,,
,3827625015.45,1.900055,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000008,499.995148,,99.989029,1.295739,1778.052612,,,,,,,,,,
,3827625016.01,1.899849,0.4439657,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000001,499.995148,,99.989029,1.295739,1774.941040,,,,,,,,,,
,3827625016.57,1.899904,0.4084484,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000021,499.995148,,99.989029,1.295739,1775.122192,,,,,,,,,,
,3827625017.14,1.899876,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000048,499.995148,,99.989029,1.295739,1777.388184,,,,,,,,,,
,3827625017.70,1.899989,0.4617243,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000001,499.995148,,99.989029,1.295739,1775.575317,,,,,,,,,,
,3827625018.27,1.900018,0.426207,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,-0.000004,499.995148,,99.989029,1.295739,1777.810791,,,,,,,,,,
,3827625018.83,1.900025,0.3906898,9.9e-006,7,1,4,7,643,643,,,,,,,,,,,,,,,,,,,,,,,0.000020,499.995148,,99.989029,1.295739,1773.520996,,,,,,,,,,
